,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
0,고객,バンバンダックガンジョンですよね？ 寿司屋でのテウクサンフックモクサルになりますか？,"BangbangdakGangjeong, 스시집, 동태탕","バンバンダックガンジョン|상호, テウクサンフックモクサル|메뉴",상품_재료
0,고객,ヨスカルグクスですよね？ 寿司にはどんな種類がありますか？ 一人前注文したら、モヤシ一茶付きますか？,"YeosuKalguksu, 초밥, 종류, 1인분, 생선 모듬","ヨスカルグクス|상호, 寿司|메뉴, 一人前|수량, モヤシ一茶|메뉴",상품_재료
0,고객,ツンボンシクダンですよね？ ダブルダークアーモンドクッキーを注文してもいいですか?,"Ttungbonesikdang, 해물야끼우동","ツンボンシクダン|상호, ダブルダークアーモンドクッキー|메뉴",상품_재료
0,고객,フードダズマターですよね？ 日本料理にはウォンウドンの種類もありますか？,"FOODDOESMATTER, 일식, 돈까스, 종류","フードダズマター|상호, ウォンウドン|메뉴",상품_재료
0,고객,ジョウンチング2ですよね？ オレンジジュース/アップルジュース/アップルジューススパークリングドリンクは何ですか？,"Joeunchingu2, 중화 비빔밥","ジョウンチング2|상호, オレンジジュース/アップルジュース/アップルジューススパークリングドリンク|메뉴",상품_재료
0,고객,ヴィヴィドクロネオットですよね？ サービスで出てくるチャカンテッポッキは普通のマンドゥと味は同じですか?,"VividKeuroneot, 여기, 군만두, 서비스","ヴィヴィドクロネオット|상호, チャカンテッポッキ|메뉴",상품_재료
0,고객,イタリアのピザですよね？ マッカレルブルゴギセットメニューには何が含まれていますか?,"italypizza, 삼선짜장","イタリアのピザ|상호, マッカレルブルゴギセットメニュー|메뉴",상품_재료
0,고객,ヒウデボムですよね？ ワインコルクエビは何ですか?,"Heeodeobom, 홍콩 꽃빵","ヒウデボム|상호, ワインコルクエビ|메뉴",상품_재료
0,고객,明日はどうかですか？  イングリッシュブレックファストのようですか？,"MyeongjakHoduGwaja, 만두","明日はどうか|상호, イングリッシュブレックファスト|메뉴",상품_재료
0,고객,スティエペウディですよね？ クリームアンドシーフードスープは何ですか？,"SeutaEpeudi, 백짬뽕","スティエペウディ|상호, クリームアンドシーフードスープ|메뉴",상품_재료
0,고객,ジックグサムシンブジョムですよね？ シーフード、ポークネック、チャーシューはどんな材料が入っていますか?,"Jikgusamsinbujeom, 짬뽕, 해산물","ジックグサムシンブジョム|상호, ポークネック、チャーシュー|메뉴, シーフード|재료",상품_재료
0,고객,グリーンオピース屋館ですよね？ スパイシースライストラウトアンドベジタブルセットメニューは何ですか？,"GreenOPieceWaegwanjeom, 양장피","グリーンオピース屋館|상호, スパイシースライストラウトアンドベジタブルセットメニュー|메뉴",상품_재료
0,고객,ホバックガーデンですよね？ オーガニックグリーンティーラテはどうですか？,"HobakGarden, 마라","ホバックガーデン|상호, オーガニックグリーンティーラテ|메뉴",상품_재료
0,고객,チャンチョンチョンノクジョンですよね？ シーフードアピチュースコースにはどんな材料が入っていますか？,"Changchoncheongnokjeong, 해물, 짬뽕해물","チャンチョンチョンノクジョン|상호, シーフード|재료, アピチュースコース|메뉴, シーフード|재료",상품_재료
0,고객,ギャンナムダールキョリですよね？ コンチキムチチゲも別途ご提供可能ですか?,"Gangnamdalgyori, 매운 짬뽕","ギャンナムダールキョリ|상호, コンチキムチチゲ|메뉴",상품_재료
0,고객,ミグンですね？ ディナーコースにはどんな材料が入っていますか?,"Migung, 짬뽕, 해산물","ミグン|상호, ディナーコース|메뉴, シーフード|재료",상품_재료
0,고객,ジュンヒョヤッグクですよね？ カラぐち魚沼純米にはどんなシーフードが入っていますか?,"Junhyoyakguk, 짬뽕, 해산물","ジュンヒョヤッグク|상호, カラぐち魚沼純米|메뉴, シーフード|재료",상품_재료
0,고객,ヤンサヌミフードですよね？ コックルとオイスターにシーフードが追加されていますか?,"YangsanumiFood, 마차이짬뽕, 해물","ヤンサヌミフード|상호, コックルとオイスター|메뉴, シーフード|재료",상품_재료
0,고객,フスーバギャラリーですよね？ 冷麺松茸鍋大に上に生の魚がのっていますか?,"HuseupaGallery, 회냉면, 냉면, 회","フスーバギャラリー|상호, 冷麺|메뉴, 松茸鍋大|메뉴, 生の魚|재료",상품_재료
0,고객,ブチミバプサンですよね？ モンテジュマブルーダブルシャットは何ですか?,"BuchimiBapsang, 양푼해장국","ブチミバプサン|상호, モンテジュマブルーダブルシャット|메뉴",상품_재료
0,고객,ジャンギンドシラクですよね？ 4.スィーツアンドスパイシーチキン+炒飯うどん2は牛スープだけですか?,"Jangindosirak, 소고기국밥, 소고깃국","ジャンギンドシラク|상호, 4.スィーツアンドスパイシーチキン+炒飯うどん2.|메뉴",상품_재료
0,고객,ジジュインテオマルゲイムジャンですよね? イルボンドウンシムドンッカッスは뚝배기から出ますか?,"Jejuinteomarugeimjang, 불낙뚝배기, 뚝배기","ジジュインテオマルゲイムジャン|상호, イルボンドウンシムドンッカッス|메뉴, 뚝배기|식기",상품_재료
0,고객,ジョリミストブルゴッポチャンアルッジムですよね？カップル満足コース)この２つですか？,"JorimisutBulgopchangAljjim, 된장찌개, 이거, 두 가지","ジョリミストブルゴッポチャンアルッジム|상호, カップル満足コース|메뉴, この２つ|가짓수",상품_재료
0,고객,ホジョンですよね？ ビーフブリスケットウォームはありますか?,"Ho好jeong, 불고기 덮밥","ホジョン|상호, ビーフブリスケットウォーム|메뉴",상품_재료
0,고객,ブラックフォレストコーヒーですよね？ 前ンジョッガルビチムタンはポークカツレツですか？,"BlackForestCoffee, 가스, 돈가스","ブラックフォレストコーヒー|상호, 前ンジョッガルビチムタン|메뉴",상품_재료
0,고객,ベルロンですよね？ モナカ20000ウォンを別途で販売していますか?,"Belleurong, 돈가스","ベルロン|상호, モナカ20000ウォン|메뉴",상품_재료
0,고객,ヘミルカルグクス＆ギンバプですよね？ スパイシーチリペッパーキムチギンバプは何ですか?,"HaemilKalguksu&gimbap, 자화육각수, 순두부","ヘミルカルグクス＆ギンバプ|상호, スパイシーチリペッパーキムチギンバプ|메뉴",상품_재료
0,고객,ダオリヒーですよね？ 別途でフレッシュグリルロックフィッシュはありますか？,"Daoriheeo, 국","ダオリヒー|상호, フレッシュグリルロックフィッシュ|메뉴",상품_재료
0,고객,リュミギョンボモンデュですよね？ スペシャルアソーテッドポークカツレツは何ですか？,"RyumigyeongBomongdeu, 특굴뚝배기","リュミギョンボモンデュ|상호, スペシャルアソーテッドポークカツレツ|메뉴",상품_재료
0,고객,ユクジョンウクバプですよね？ イドン式手作りギャルビはアイドングスタイルハンドメイドギャルビと同じですか?,"YUKJEONGUKBAP, 등뼈 해장국, 뼈다귀 해장국","ユクジョンウクバプ|상호, イドン式手作りギャルビ|메뉴, イドン式手作りギャルビ|메뉴",상품_재료
0,고객,マシンヌンッキニですよね？ ここでゴルジョンジョラピザをどうやって食べますか？',"MasinneunKkini, 여기, 쌈 샤부샤부","マシンヌンッキニ|상호, ゴルジョンジョラピザ|메뉴",상품_재료
0,고객,サンフィウネブンシクですよね？ 山海珍味を食べに来る人は何人ですか?,"Sanghuinebunsik, 돼지갈비, 몇 명","サンフィウネブンシク|상호, 山海珍味|메뉴",상품_재료
0,고객,タイバジルですよね? オルクンソゴギシャブは美味しいですか?,"ThaiBasil, 모둠 국밥","タイバジル|상호, オルクンソゴギシャブ|메뉴",상품_재료
0,고객,ブラウンストーリーですよね？ 西海大吟醸は美味しいですか？,"BrownStory, 갈비탕","ブラウンストーリー|상호, 西海大吟醸|메뉴",상품_재료
0,고객,グワンシンサンナンピョンファサンカジョムですよね？ テウンベーコン2ジュールは美味しいですか?,"GwangsinsaNampyeonghwasanggajeom, 전주비빔밥","グワンシンサンナンピョンファサンカジョム|상호, テウンベーコン2ジュール|메뉴",상품_재료
0,고객,LOHASCHICKENですよね？ ここでPastrySseokeulBarbecueSaeuがおいしいですか?,"LOHASCHICKEN, 여기, 두루치기","LOHASCHICKEN|상호, PastrySseokeulBarbecueSaeu|메뉴",상품_재료
0,고객,pizzeria1390ですよね？GreenTea2inは何ですか?,"pizzeria1390, 따로 국밥","pizzeria1390|상호, GreenTea2in|메뉴",상품_재료
0,고객,グクスージュイですよね？ フィッシュインテスティン/ヌードルスープ/エクストラマンドゥは一緒に提供されますか?,"Guksujuui, 순대 국밥","グクスージュイ|상호, フィッシュインテスティン/ヌードルスープ/エクストラマンドゥ|메뉴",상품_재료
0,고객,ジョングルビウンギェジョムですよね？ なんだ、アエジョスペシャル?,"Jeonggeulbieungyejeom, 뚝배기 불고기","ジョングルビウンギェジョム|상호, アエジョスペシャル|메뉴",상품_재료
0,고객,サゲジョルジャンドクデですよね？ クロケットのトッピングを追加することはできますか?,"SagyejeolJangdokdae, 불낙새","サゲジョルジャンドクデ|상호, クロケットのトッピングを追加|메뉴",상품_재료
0,고객,ヘガンミヨンシルですよね？ クロッフルダブルギョチャビョンギョンは赤ちゃんが食べるものですか?,"Haegangmiyongsil, 병아리, 밥상, 아기","ヘガンミヨンシル|상호, クロッフルダブルギョチャビョンギョン|메뉴, 赤ちゃん|나이",상품_재료
0,고객,ゲバックですよね？ デオルルゴガヌンジャンボンは大丈夫ですか？,"Gyebaek, 시래기 밥상","ゲバック|상호, デオルルゴガヌンジャンボン|메뉴",상품_재료
0,고객,ヨーケルですよね？ これはメニューにジャンボそば2がありますか？,"Yokel, 메뉴판, 세트 메뉴","ヨーケル|상호, ジャンボそば2|메뉴",상품_재료
0,고객,ヤン キス バーガーですよね？ホンジョ サエ スジェビはただの出汁で作るものですか？',"YangKissBurger, 칼국수, 육수, 일반 칼국수","ヤン キス バーガー|상호, ホンジョ サエ スジェビ|메뉴, 出汁|재료",상품_재료
0,고객,ハヌクンソッチップですよね？ クラムアンドソフトビーンカードスチューホットポットは何ですか?,"HanuKeunsotjip, 메밀 전병","ハヌクンソッチップ|상호, クラムアンドソフトビーンカードスチューホットポット|메뉴",상품_재료
0,고객,"ノダジホエシクダンですよね？ お皿にダンプリングを乗せるのですか？', ","Nodajihoesikdang, 접시 만두","ノダジホエシクダン|상호, ダブルハロペーニョチキンバーガー|메뉴",상품_재료
0,고객,GSachasanjeomですよね？ SlicedRawTongueSole/とは何ですか？,"GSachasanjeom, 고추만두","GSachasanjeom|상호, SlicedRawTongueSole/|메뉴",상품_재료
0,고객,Gs25진해연세병원점 입니까? 풍미생선머리가 뭔가요?,"Gs25Jinhaeyeonsebyeongwonjeom, 꼬마 눈물 김밥","Gs25진해연세병원점|상호, 풍미생선머리|메뉴",상품_재료
0,고객,グレームハンッキですよね？ 生クルほうボッサムジュンは何ですか？,"Gureumhankki, 꼬마김밥","グレームハンッキ|상호, 生クルほうボッサムジュン|메뉴",상품_재료
0,고객,イートゥォンドプルバッポシャプですよね？ マエコムゴチュッジャジャンは何ですか？,"EondeopulBabeosyap, 돈가스 떡볶이","イートゥォンドプルバッポシャプ|상호, マエコムゴチュッジャジャン|메뉴",상품_재료
0,고객,ブジャソンジャジャンですよね？ アイスリアルチョコレートは何ですか?,"BujasonJjajang, 통후라이드 꼬치","ブジャソンジャジャン|상호, アイスリアルチョコレート|메뉴",상품_재료
0,고객,エンビションバーベキューショップですよね？ 辛いジュッキミデッパブは何ですか?,"EnbisyeonBabeosyap, 밀면","エンビションバーベキューショップ|상호, 辛いジュッキミデッパブ|메뉴",상품_재료
0,고객,ザベンチチムサノペラジョムですよね？ 韓国のエイジドキムチフライドライスは何ですか?,"TheVentiChimsanoperajeom, 간짬뽕","ザベンチチムサノペラジョム|상호, 韓国のエイジドキムチフライドライス|메뉴",상품_재료
0,고객,ミソロですよね？ ヤサエンコピルワクですか？,"Misoro, 밥","ミソロ|상호, ヤサエンコピルワク|메뉴",상품_재료
0,고객,サムスンNightRedHyundaiBaekhwajeomsinchonjeomですよね？ ピンデッテックはDupicheheomseukellingと一緒にありますか？,"SsaemsoNightRedHyundaiBaekhwajeomsinchonjeom, 빈대떡, 고기국수","サムスンNightRedHyundaiBaekhwajeomsinchonjeom|상호, ピンデッテック|메뉴, Dupicheheomseukelling|메뉴",상품_재료
0,고객,トットワチキンですよね？ エッグライスって何ですか?,"TtottowaChicken, 모듬 순대","トットワチキン|상호, エッグライス|메뉴",상품_재료
0,고객,ゴンギョササエンガルビですよね？ これは、花と肉の一皿ですか？,"GongyeosaSaengGalbi, 코코아 스시","ゴンギョササエンガルビ|상호, 花と肉の一皿|메뉴",상품_재료
0,고객,ウィロットですよね？ ポークショルダーキムチシチュは何ですか？そばと寿司付きですか？,"Willotteu, 모밀초밥, 모밀, 초밥","ウィロット|상호, ポークショルダーキムチシチュ|메뉴, そば|재료, 寿司|재료",상품_재료
0,고객,ブサン1ホソン・サヘヨクですよね？ オンヤンビーフブルゴギも日本食なんですか?,"Busan1Hoseon-Sahayeok, 회덮밥, 일식","ブサン1ホソン・サヘヨク|상호, オンヤンビーフブルゴギ|메뉴",상품_재료
0,고객,アイムブンゴダムチョムですよね？ チョンオドタクバラエティはありませんか?,"Aimbungeodamtijeom, 초밥, 종류","アイムブンゴダムチョム|상호, チョンオドタク|메뉴",상품_재료
0,고객,ピョマシガムジャタンブデジガエですよね？ ジパシジェラートアフォガートは日本料理ですか？,"Ppyeomasigamjatangbudaejjigae, 알밥, 일식","ピョマシガムジャタンブデジガエ|상호, ジパシジェラートアフォガート|메뉴",상품_재료
0,고객,ジャンスルハンジャンですよね？ ピーパロニとトマトパスタしかありませんか?,"JansulHanjan, 여기, 스시","ジャンスルハンジャン|상호, ピーパロニとトマトパスタ|메뉴",상품_재료
0,고객,デオミップへえおですよね？ メニューはどこですか？ これはカレギンバプだけですか？,"Deomippeumheeo, 메뉴판, 이거, 연어초밥, 연어","デオミップへえお|상호, カレギンバプ|메뉴, サーモン|재료",상품_재료
0,고객,グリーンベリーですよね？ 辛いジャンポンですか？ スープのないクレオプルラテのように炒める料理ですか？,"GreenBelli, 볶음 짬뽕, 국물, 야끼 우동","グリーンベリー|상호, ジャンポン|메뉴, スープ|메뉴, クレオプルラテ|메뉴",상품_재료
0,고객,イナエナウトギフンマンドゥですよね？ クックソンダンは何ですか?,"InaenautGiheungMandu, 짬제비, 뭐","イナエナウトギヒョンマンドゥ|상호, クックソンダン|메뉴",상품_재료
0,고객,Ssereですよね？ BarbecuedBeanCurdKimchiとは何ですか?,"Ssere, 저기, 중화 비빔밥, 어떤 거","Ssere|상호, BarbecuedBeanCurdKimchi|메뉴",상품_재료
0,고객,モナニカパジチョンドンパレスカンティですよね？ ブラスブルゴギ、リーフラップサンドライスはありませんか？,"MonnaniKkwabaegiJungdongPalaceKaunti, 짜장면","モナニカパジチョンドンパレスカンティ|상호, ブラスブルゴギ、リーフラップサンドライス|메뉴",상품_재료
0,고객,ボラカイですよね？ シャークフィンポリッジとは何ですか?,"Borakai, 백낙지 짬뽕, 어떤 거","ボラカイ|상호, シャークフィンポリッジ|메뉴",상품_재료
0,고객,スソミッチムファンハクドンジオムですよね？ ダッチコーヒーウォネックパンマエ？,"SseomitjimHwanghakdongjeom, 마파밥, 어떤 거","スソミッチムファンハクドンジオム|상호, ダッチコーヒーウォネックパンマエ|메뉴",상품_재료
0,고객,スシダウムですよね？ ハムで作られた牛骨と軟豆腐の鍋はハムで作られていますか？,"SushiDaum, 햄 볶음밥, 햄, 볶음밥","スシダウム|상호, ハムで作られた牛骨と軟豆腐の鍋|메뉴, ハム|재료, 牛骨と軟豆腐の鍋|메뉴",상품_재료
0,고객,チンチンバンジョムですよね？ シンプルハンサクウィテリは売れますか？,"Chinchinbanjeom, 햄 볶음밥","チンチンバンジョム|상호, シンプルハンサクウィテリ|메뉴",상품_재료
0,고객,ハンクサですよね？ マンゴアンドベリーサラダですか？,"Hangnaksa, 삼선 볶음밥","ハンクサ|상호, マンゴアンドベリーサラダ|메뉴",상품_재료
0,고객,タンタンチップですよね？ アロニアはギョーザではありませんか？,"Tangtangjip, 교자, 만두","タンタンチップ|상호, ギョーザ|메뉴, アロニア|메뉴",상품_재료
0,고객,ワイユンツダジョニュソンジョムですよね？ ヤキソバはスパイシージンジャーミルクと同じですか?,"HuayuNcdaejeonyuseongjeom, 야끼 우동, 쟁반 우동","ワイユンツダジョニュソンジョム|상호, ヤキソバ|메뉴, スパイシージンジャーミルク|메뉴",상품_재료
0,고객,ジュヨプソンモアンギョンウォンですよね？ サンサルジミダクソ2インスンハンマットは何ですか?,"Juyeopseongmoangyeongwon, 포크 우동","ジュヨプソンモアンギョンウォン|상호, サンサルジミダクソ2インスンハンマット|메뉴",상품_재료
0,고객,チョンガンヘタウンですよね？ シャリが詰めて行くのは？,"CheongganghoeTown, 생돈가스, 포장","チョンガンヘタウン|상호, シャリ|메뉴",상품_재료
0,고객,ジェンスへえおですよね？ ファットエルビスワッフルはメニューにありましたか？,"JiaensuHeeo, 왕돈까스, 메뉴판","ジェンスへえお|상호, ファットエルビスワッフル|메뉴",상품_재료
0,고객,ヒョドビュッフェですよね？ ポークカツレツ6.デオテュクビョルハン本日スペシャルセット960gの上にポークカツレツがありますか？,"HyodoBuffet, 돈가스 김치 우동, 김치 우동, 돈가스","ヒョドビュッフェ|상호, ポークカツレツ6.デオテュクビョルハン本日スペシャルセット960g|메뉴, 6.デオテュクビョルハン本日スペシャルセット960g|메뉴, ポークカツレツ|재료",상품_재료
0,고객,ウォンプン食堂ですよね？ ホットストーンポットライス+キムチ鍋はナスで作られていますか？,"WonpungSikdang, 매콤 가지 파스타, 가지","ウォンプン食堂|상호, ホットストーンポットライス+キムチ鍋|메뉴, ナス|재료",상품_재료
0,고객,シティベイですよね？ 1++AgedKoreanBeefandSirloinにチーズは入っていないのですか?,"CityBei, 볼로네이즈 파스타, 치즈","シティベイ|상호, 1++エイジドコリアンビーフアンドサーロイン|메뉴",상품_재료
0,고객,セールポユですよね？ これはアソートシーフード大 ですか、それとも麺ですか？,"Saelpoyu, 너구리 리조또, 면","セールポユ|상호, アソートシーフード大|메뉴, 麺|재료",상품_재료
0,고객,ウソンチュクサンマエジャンですよね？ モデウム天ぷらは何ですか?,"Useongchuksanmaejang, 필라프","ウソンチュクサンマエジャン|상호, モデウム天ぷら|메뉴",상품_재료
0,고객,ハプチョンサムガハヌシギュクシカンですよね？ 湿っていますか？それで3ダンギーエクストラスパイシーはどうですか？,"HapcheonsamgaHanuSigyukSikdang, 촉촉, 돈가스 치킨 도리아","ハプチョンサムガハヌシギュクシカン|상호, 3ダンギーエクストラスパイシー|메뉴",상품_재료
0,고객,ヒョンジェチュクサンジョンユク食堂ですよね？ イディヤコンブチャボクスンガマンゴーの外はどうなっていますか?,"HyeongjechuksanJeongyukSikdang, 밖, 항아리 돈가스","ヒョンジェチュクサンジョンユク食堂|상호, イディヤコンブチャボクスンガマンゴー|메뉴",상품_재료
0,고객,ジルオコインノラエヨンスプジャンですよね？ ヌードルズインチキンブロスライスは何ですか?,"JilleouCoinNoraeyeonseupjang, 치즈돈가스","ジルオコインノラエヨンスプジャン|상호, ヌードルズインチキンブロスライス|메뉴",상품_재료
0,고객,コングトットッテオックですよね？ ミントチョコスペンナですか？,"KongSTteokbokki, 항아리 네모 치즈 돈가스","コングトットッテオック|상호, ミントチョコスペンナ|메뉴",상품_재료
0,고객,ハイウェイエプエンビナムヤンジジョジェム1ですよね？ それでホットチキングリルドチーズLは小さいですか？,"HaiweiEpeuenbiNamyangjujijeom1, 고구마 치즈 돈가스, 한 개","ハイウェイエプエンビナムヤンジジョジェム1|상호, ホットチキングリルドチーズL|메뉴, 小さい|수량",상품_재료
0,고객,ドンヘジャンポンですよね？ ホールチキンスープウィズシングルドヘッジホッグアンドスコーチドライスはどこにありますか？,"Donghaejjamppong, 파스타","ドンヘジャンポン|상호, ホールチキンスープウィズシングルドヘッジホッグアンドスコーチドライス|메뉴",상품_재료
0,고객,ラフォレスタですよね？ モンクフィッシュスープ大はありますか?,"LAFORESTA, 스테이크","ラフォレスタ|상호, モンクフィッシュスープ大|메뉴",상품_재료
0,고객,ファングダッカルですよね？ モデゥムイッパン？,"Hwahongdakbal, 달링 포인트 스테이크","ファングダッカル|상호, モデゥムイッパン|메뉴",상품_재료
0,고객,ヨニホフですよね？ タイガープファーフィッシュブルゴギAを注文する時、別に何か追加で注文しますか？,"YeoniHof, 샐러드, 이용, 추가, 주문","ヨニホフ|상호, タイガープファーフィッシュブルゴギA|메뉴",상품_재료
0,고객,スガソルバンソリップジジルバンですよね？ このキッチョホウジャンスルもおいしそうですか？,"SugasolbangSollipjjimjilbang, 빕스뉴욕스테이크","スガソルバンソリップジジルバン|상호, キッチョホウジャンスル|메뉴",상품_재료
0,고객,ビュオク7호ですよね？ クルデラッスイットって何ですか?,"Bueok7ho, 에이드 세트","ビュオク7号|상호, クルデラッスイット|메뉴",상품_재료
0,고객,春リマラタン、ですよね？ カツ、チョンサウイブンノ？,"CHUNLIMALATANG, 카츠, 돈가스","春リマラタン|상호, カツ|메뉴, チョンサウイブンノ|메뉴",상품_재료
0,고객,バイオレットエスプレッソですよね？ タロミルクティーアンドパールは果物だけで作られていますか?,"VioletEspresso, 과일주스 샐러드, 과일","バイオレットエスプレッソ|상호, タロミルクティーアンドパール|메뉴, 果物|재료",상품_재료
0,고객,ヘンボッカンバプサンですか？ ラーメンは辛いですか？ 辛いのは辛いフグスープ、ボッジリガックですよね？,"TheHaengbokkanBapsang, 얼큰라면","ヘンボッカンバプサン|상호, 辛いフグスープ、ボッジリガック|메뉴",상품_재료
0,고객,ファン委jemになりますでしょうか？ ボンビョンメミルマッケォッリは何ですか？,"HuwangGimbap, 점보라면","ファン委jem|상호, ボンビョンメミルマッケォッリ|메뉴",상품_재료
0,고객,グーミングですよね？ 色々な寿司が全部そろっていますか？ アルベギゲグクジ2インを出していますか？,"Guuming, 모둠 초밥, 우동","グーミング|상호, 色々な寿司|메뉴, アルベギゲグクジ2イン|메뉴",상품_재료
0,고객,ホンソンスジェマンドゥブンシクですよね？ これはいろいろな種類の麺、ポーク軟骨混ぜ飯ですか？,"Hongsunsujemandubunsik, 덴코쿠라면, 면 종류","ホンソンスジェマンドゥブンシク|상호, ポーク軟骨混ぜ飯|메뉴, 麺|재료",상품_재료
0,고객,ヘマルグムサンホエですよね？ アワビ焼肉グリルでグーステーキ？',"HaemalgeumSanghoe, 전복 야끼매시, 볶음밥","ヘマルグムサンホエ|상호, アワビ焼肉|메뉴, グーステーキ|메뉴",상품_재료
0,고객,ギメートクスナンマットゥォッッキですよね？ このチャコールグリルスパイシーステアフライドチキンアンドレッドチリペーストは何ですか？,"GimtteoksunangmaTteokbokki, 규동","ギメートクスナンマットゥォッッキ|상호, チャコールグリルスパイシーステアフライドチキンアンドレッドチリペースト|메뉴",상품_재료
0,고객,チリゴッケユゲソですよね？ 牛丼コスタリカエルサデサレウサレウ？,"Chilgokhyugeso, 규동, 소고기덮밥","チリゴッケユゲソ|상호, 牛丼|메뉴, コスタリカエルサデサレウサレウ|메뉴",상품_재료
0,고객,ニューバランスキッズ新世界百貨店江南店ですよね？ ナポリタンとこの麺？ チーズチュダップ？,"NyuballanseuKidsSinsegyebaekhwajeomGangnamjeom, 나폴리탄, 면, 야끼파스타","ニューバランスキッズ新世界百貨店江南店|상호, ナポリタン|메뉴, 麺|재료, チーズチュダップ|메뉴",상품_재료
0,고객,シンナンダカンパニーですよね？ TWGHerbalTea/OnlyHotはスパイシーですか？ TWGHerbalTea/OnlyHotが辛いほうですよね？',"SinnandaCompany, 가라케동","シンナンダカンパニー|상호, TWGハーブティー/オンリーホット|메뉴",상품_재료
0,고객,マエスコーヒーシン매역점ですよね？ Hoegaarden5本+ハーフドライドポラックは何ですか？,"MaeseuCoffeeSinmaeyeokjeom, 토핑연어스시","マエスコーヒーシン매역점|상호, Hoegaarden5本+ハーフドライドポラック|메뉴",상품_재료
0,고객,カネカシュー？ シングルハムベオグステーキパスタに牛肉が10切れ入っていますが、それには牛肉だけを入れますか？,"Kanekacheu, 육초밥, 소고기, 열 개, 소고기","カネカシュー|상호, シングルハムベオグステーキパスタ|메뉴, 牛肉|재료, 10切れ|수량, 牛肉|재료",상품_재료
0,고객,ミョングサンデですよね？ サンヌッキウドンゴールドクルリパ？,"MyeonguSundae, 사누끼우동, 일반 우동","ミョングサンデ|상호, サンヌッキウドン|메뉴, ゴールドクルリパ|메뉴",상품_재료
0,고객,セブンビンスですよね？ ミラク3ンセット7とは何ですか?,"SevenBinseu, 부타야끼초밥","セブンビンス|상호, ミラク3ンセット7|메뉴",상품_재료
0,고객,平壌王マンドですよね？手作りポークカツはかなりさわやかですね？,"PyeongyangwangMandu, 오징어 초무침","平壌王マンド|상호, 手作りポークカツ|메뉴",상품_재료
0,고객,ビョジュフンですよね？ ソルテッドブラックは何ですか?,"Beojeuheeo, 낙지 부대찌개","ビョジュフン|상호, ソルテッドブラック|메뉴",상품_재료
0,고객,ボルテウPCっかぺですよね？ キムチもやしご飯スープ、もやしご飯スープにはたくさんの種類があります。 これはハンドメイドラズベリーヨーグルトですね？,"BolteuPCkkape, 김치콩나물국밥, 콩나물 국밥, 종류, 만두해물순두부","ボルテウPCっかぺ|상호, キムチもやしご飯スープ|메뉴, もやしご飯スープ|메뉴, ハンドメイドラズベリーヨーグルト|메뉴",상품_재료
0,고객,충남서산꽃게집 맞죠? 두 명분 굴 추가 주문해야 하나요?,"ChungnamseosanKkotgeJip, 낙지 한 마리 순두부, 2인분","충남서산꽃게집|상호, ExtraServingofShrimp2p|메뉴, 두 명분|사이즈",상품_재료
0,고객,"1등카페입니다, 맞죠? 이 소스 프라이드는 매콤한 느낌이 많나요?","1DeungCafe, 여기, 매생이 굴국밥, 매생이","1등카페|상호, 소스 프라이드|메뉴, 매콤한|재료",상품_재료
0,고객,"It's BeomMaekjuGeondaejeom, right? Right now JeyukDeungGogiRyu is not enough for one serving?","BeomMaekjuGeondaejeom, 지금, 순대전골, 1인분","ボンメクジュゴンデジョム|상호, ジェユクドゥングゴギリュ|메뉴, ワンサービング|수량",상품_재료
0,고객,オムニチプですよね？ ナパキャベツと豚肉、海苔巻きセットメニューですか？,"Onmatjip, 밀면, 비빔면","オムニチプ|상호, ナパキャベツと豚肉、海苔巻きセットメニュー|메뉴",상품_재료
0,고객,ワイデウソリカフェですよね？ アムトゥェジモクサルは何ですか?,"WideusoriCafe, 선지 국수, 뭐","ワイデウソリカフェ|상호, アムトゥェジモクサル|메뉴",상품_재료
0,고객,タムンですよね？ ゴンドレはかけうどんエクストラサービングを持っていますか？,"Tumun, 곤드레, 국물","タムン|상호, ゴンドレ|메뉴, かけうどんエクストラサービング|메뉴",상품_재료
0,고객,ドンヘバダボゴジョンムンジョムですよね？ ジャンットクブチムはただのジャンットクブチムですか？,"DonghaebadaBogeoJeonmunjeom, 안동찜닭","ドンヘバダボゴジョンムンジョム|상호, ジャンットクブチム|메뉴",상품_재료
0,고객,オルデウスクルババオシャップですよね？ 1セットメニュー（揚げチキン＋マリネード）にはたくさんのチーズが入っていますか？,"Oldeuseukulbabeosyap, 치즈찜닭, 치즈","オルデウスクルババオシャップ|상호, 1セットメニュー（揚げチキン＋マリネード）|메뉴",상품_재료
0,고객,ウァセパラダイスですよね？ オイスター チーズハンマリ+コーク スープがありますが、チーズハンマリ+コークは別々で出るんですか？ 中に入っていますか？,"WaseoParadise, 굴국밥, 밥, 안","ウァセパラダイス|상호, オイスター チーズハンマリ+コーク|메뉴, チーズハンマリ+コーク|메뉴",상품_재료
0,고객,LifeWokeuModaCheonanasanですよね？ ByeorineCheeseDonkkaseuは全て鶏肉ですか?,"LifeWokeuModaCheonanasan, 깐풍기, 닭고기","LifeWokeuModaCheonanasan|상호, ByeorineCheeseDonkkaseu|메뉴, 鶏肉|재료",상품_재료
