,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
1237,고객,"It's InsaengMakhoe&Chobap, right? Will the RedBeanBun,Soboru,ChouCreamPpangDeung be packed?',","InsaengMakhoe&Chobap, 소갈비찜, 포장","InsaengMakhoe&Chobap|상호, RedBeanBun,Soboru,ChouCreamPpangDeung|메뉴",매장_포장
1238,고객,"It's SamgeorisanHaemulSenta, right? Will the Saucechuga be packed?',","SamgeorisanHaemulSenta, 소갈비찜, 포장","SamgeorisanHaemulSenta|상호, Saucechuga|메뉴",매장_포장
1239,고객,"It's HanaChicken, right? Will the SpicyFishRoeSoup中 be packed?',","HanaChicken, 소갈비찜, 포장","HanaChicken|상호, SpicyFishRoeSoup中|메뉴",매장_포장
1240,고객,"It's Hwairin, right? Is the dish SochonokDubuJjigae I ordered packed?","Hwairin, 포장, 접시 만두","Hwairin|상호, SochonokDubuJjigae|메뉴",매장_포장
1241,고객,"It's jihasilB1, right? Is the dish HuseCuervo I ordered packed?","jihasilB1, 포장, 접시 만두","jihasilB1|상호, HuseCuervo|메뉴",매장_포장
1242,고객,"It's DeomalgeunseukinSiheungsincheonyeokjeom, right? Is the dish JEJUPELONALE I ordered packed?","DeomalgeunseukinSiheungsincheonyeokjeom, 포장, 접시 만두","DeomalgeunseukinSiheungsincheonyeokjeom|상호, JEJUPELONALE|메뉴",매장_포장
1243,고객,"It's Eunbang, right? Do you not separately package the broth and noodles like SaltyDeuButterCaramelMuffin?","Eunbang, 짬뽕, 국물, 면, 포장","Eunbang|상호, SaltyDeuButterCaramelMuffin|메뉴, broth|재료, noodles|재료",매장_포장
1244,고객,"It's Andak, right? Do you not separately package the broth and noodles like D6.CoconutWater?","Andak, 짬뽕, 국물, 면, 포장","Andak|상호, D6.CoconutWater|메뉴, broth|재료, noodles|재료",매장_포장
1245,고객,"It's CoffeebayGongjusingwanjeom, right? Do you not separately package the broth and noodles like NapaWrapswithPork-Premium?","CoffeebayGongjusingwanjeom, 짬뽕, 국물, 면, 포장","CoffeebayGongjusingwanjeom|상호, NapaWrapswithPork-Premium|메뉴, broth|재료, noodles|재료",매장_포장
1246,고객,"It's Pungsanonnuriyakguk, right? Dubanjang is not packaged anyway","Pungsanonnuriyakguk, 우동, 포장","Pungsanonnuriyakguk|상호, Dubanjang|메뉴",매장_포장
1247,고객,"It's RiMiniEunpyeong, right? SweetandSourFreshFishSteak is not packaged anyway","RiMiniEunpyeong, 우동, 포장","RiMiniEunpyeong|상호, SweetandSourFreshFishSteak|메뉴",매장_포장
1248,고객,"It's Punggokbosinyuk, right? MaiDutch is not packaged anyway","Punggokbosinyuk, 우동, 포장","Punggokbosinyuk|상호, MaiDutch|메뉴",매장_포장
1249,고객,"It's AseowonwangJjajang, right? Is Anchovy,ChiliPepperandPersimmonsRice also available for takeout?","AseowonwangJjajang, 한우국, 포장","AseowonwangJjajang|상호, Anchovy,ChiliPepperandPersimmonsRice|메뉴",매장_포장
1250,고객,"It's EllegangseuSavezoneDaejeonjeom, right? Is ExtraServingofBuanKimchiJjigae also available for takeout?","EllegangseuSavezoneDaejeonjeom, 한우국, 포장","EllegangseuSavezoneDaejeonjeom|상호, ExtraServingofBuanKimchiJjigae|메뉴",매장_포장
1251,고객,"It's Amelli, right? Is MilkCream also available for takeout?","Amelli, 한우국, 포장","Amelli|상호, MilkCream|메뉴",매장_포장
1252,고객,"It's UteuNcbaekhwajeomSingurojeom, right? Do you wrap GanjangEurobyeongyeong by one line?","UteuNcbaekhwajeomSingurojeom, 김밥, 한 줄, 포장","UteuNcbaekhwajeomSingurojeom|상호, GanjangEurobyeongyeong|메뉴, one line|수량",매장_포장
1253,고객,"It's SangsudongBapankki, right? Do you wrap MumallaengiCapellini by one line?","SangsudongBapankki, 김밥, 한 줄, 포장","SangsudongBapankki|상호, MumallaengiCapellini|메뉴, one line|수량",매장_포장
1254,고객,"It's Gabongbangwa, right? Do you wrap SpicySeafoodNoodleSoupHotPot/9wol~dongjeolgi) by one line?","Gabongbangwa, 김밥, 한 줄, 포장","Gabongbangwa|상호, SpicySeafoodNoodleSoupHotPot/9wol~dongjeolgi)|메뉴, one line|수량",매장_포장
1255,고객,"It's Bageommane, right? Is Stir-friedSobaNoodleswithShrimpandOil wrapped?","Bageommane, 김밥, 포장","Bageommane|상호, Stir-friedSobaNoodleswithShrimpandOil|메뉴",매장_포장
1256,고객,"It's ElkantoNewCoreOutletPyeongtaekjeom, right? Is Rockfish500gx2 wrapped?","ElkantoNewCoreOutletPyeongtaekjeom, 김밥, 포장","ElkantoNewCoreOutletPyeongtaekjeom|상호, Rockfish500gx2|메뉴",매장_포장
1257,고객,"It's BureugeriCafe, right? Is BlackShakerato wrapped?","BureugeriCafe, 김밥, 포장","BureugeriCafe|상호, BlackShakerato|메뉴",매장_포장
1258,고객,"It's SeriesLotteBaekhwajeomJungdongjeom, right? Can you pack just the KonaSpecial?","SeriesLotteBaekhwajeomJungdongjeom, 떡볶이, 포장","SeriesLotteBaekhwajeomJungdongjeom|상호, KonaSpecial|메뉴",매장_포장
1259,고객,"It's SangnamSuper, right? Can you pack just the LoveIsBeautyPul?","SangnamSuper, 떡볶이, 포장","SangnamSuper|상호, LoveIsBeautyPul|메뉴",매장_포장
1260,고객,"It's Aseutta, right? Can you pack just the BEERset?","Aseutta, 떡볶이, 포장","Aseutta|상호, BEERset|메뉴",매장_포장
1261,고객,"It's Emart24Iksansusarangbyeongwonjeom, right? Can MinmulJangeoDeopbapDae be packaged alone?","Emart24Iksansusarangbyeongwonjeom, 연어초밥, 포장, 가능","Emart24Iksansusarangbyeongwonjeom|상호, MinmulJangeoDeopbapDae|메뉴",매장_포장
1262,고객,"It's SintoburisugureGukbap, right? Can Onjok-HalfandHalfBraisedPigs'Feet be packaged alone?","SintoburisugureGukbap, 연어초밥, 포장, 가능","SintoburisugureGukbap|상호, Onjok-HalfandHalfBraisedPigs'Feet|메뉴",매장_포장
1263,고객,"It's Rodeochingudeul, right? Can TotoseuAnsimSteak be packaged alone?","Rodeochingudeul, 연어초밥, 포장, 가능","Rodeochingudeul|상호, TotoseuAnsimSteak|메뉴",매장_포장
1264,고객,"It's RealSaengmakchang, right? Is ddaengcho kimbap very spicy?","RealSaengmakchang, 땡초 김밥","RealSaengmakchang|상호, 25000|메뉴",상품_맛
1265,고객,"It's IjenFoodRaep, right? Is ddaengcho kimbap very spicy?","IjenFoodRaep, 땡초 김밥","IjenFoodRaep|상호, BraisedGreenOnionandChicken)|메뉴",상품_맛
1266,고객,"It's Areumdaunangyeongwon&Renjeunara, right? Is ddaengcho kimbap very spicy?","Areumdaunangyeongwon&Renjeunara, 땡초 김밥","Areumdaunangyeongwon&Renjeunara|상호, YamajjangOdengtang|메뉴",상품_맛
1267,고객,"It's Haikkanullehicaneles, right? Is ddaengcho kimbap very spicy?","Haikkanullehicaneles, 땡초 김밥","Haikkanullehicaneles|상호, Ray+Octopus/Shrimp/JjukkumiJjimJung|메뉴",상품_맛
1268,고객,"It's Toto, right? Is ddaengcho kimbap spicy?","Toto, 땡초 김밥","Toto|상호, WholeSlicedRawRockfish|메뉴",상품_맛
1269,고객,"It's Huihuisyap, right? Is ddaengcho kimbap spicy?","Huihuisyap, 땡초 김밥","Huihuisyap|상호, ScorchedSoupwithSeafoodRice|메뉴",상품_맛
1270,고객,"It's YejinaSangomJangeo, right? Is ddaengcho kimbap spicy?","YejinaSangomJangeo, 땡초 김밥","YejinaSangomJangeo|상호, CaliforniaSalad|메뉴",상품_맛
1271,고객,"It's SondeoneilSeomyeon2Hojeom, right? Is ddaengcho kimbap spicy?","SondeoneilSeomyeon2Hojeom, 땡초 김밥","SondeoneilSeomyeon2Hojeom|상호, Ridged-eyeFlounder1SetMenu|메뉴",상품_맛
1272,고객,"It's Maikeul, right? Is Barbecue) tasty too?","Maikeul, 소불고기 김밥","Maikeul|상호, Barbecue)|메뉴",상품_맛
1273,고객,"It's FoodKoteuGimbamnara, right? Is TteokbokkiEppajinTwigim tasty too?","FoodKoteuGimbamnara, 소불고기 김밥","FoodKoteuGimbamnara|상호, TteokbokkiEppajinTwigim|메뉴",상품_맛
1274,고객,"It's Chakangogitganbuyeong, right? Is KimchiMackerelJjigae) tasty too?","Chakangogitganbuyeong, 소불고기 김밥","Chakangogitganbuyeong|상호, KimchiMackerelJjigae)|메뉴",상품_맛
1275,고객,"It's DullainKorea, right? Is EnereugiPasamgyeop tasty too?","DullainKorea, 소불고기 김밥","DullainKorea|상호, EnereugiPasamgyeop|메뉴",상품_맛
1276,고객,"It's OgyejeolbunsikSikdang, right? What kind of MeatKingdeom do you have that is slightly spicy?","OgyejeolbunsikSikdang, 김밥, 매콤","OgyejeolbunsikSikdang|상호, MeatKingdeom|메뉴",상품_맛
1277,고객,"It's CheonmaWorld, right? What kind of Well-beingSproutRolls do you have that is slightly spicy?","CheonmaWorld, 김밥, 매콤","CheonmaWorld|상호, Well-beingSproutRolls|메뉴",상품_맛
1278,고객,"It's JjimjilhaneunGogiMaeul, right? What kind of SeafoodandRedChiliPasteJjigae do you have that is slightly spicy?","JjimjilhaneunGogiMaeul, 김밥, 매콤","JjimjilhaneunGogiMaeul|상호, SeafoodandRedChiliPasteJjigae|메뉴",상품_맛
1279,고객,"It's Singyegyegyeseokjeokjeom, right? What kind of MaekkaellanSweriOak12y do you have that is slightly spicy?","Singyegyegyeseokjeokjeom, 김밥, 매콤","Singyegyegyeseokjeokjeom|상호, MaekkaellanSweriOak12y|메뉴",상품_맛
1280,고객,"It's Roimijang, right? Is NokchaChokorong very spicy?","Roimijang, 매운 김밥","Roimijang|상호, NokchaChokorong|메뉴",상품_맛
1281,고객,"It's Dalbitsillaepocha1Hojeom, right? Is NEWEolleolMaraTteokbokki very spicy?","Dalbitsillaepocha1Hojeom, 매운 김밥","Dalbitsillaepocha1Hojeom|상호, NEWEolleolMaraTteokbokki|메뉴",상품_맛
1282,고객,"It's BibijaBibimbap, right? Is SetMenuofSkate very spicy?","BibijaBibimbap, 매운 김밥","BibijaBibimbap|상호, SetMenuofSkate|메뉴",상품_맛
1283,고객,"It's HongnyeonsajuCafe, right? Is AndongBraisedGalbiL very spicy?","HongnyeonsajuCafe, 매운 김밥","HongnyeonsajuCafe|상호, AndongBraisedGalbiL|메뉴",상품_맛
1284,고객,"It's Taeyeongmunguhallinmaejang, right? Is Beotkkotdanggo very spicy?","Taeyeongmunguhallinmaejang, 땡초 김밥","Taeyeongmunguhallinmaejang|상호, Beotkkotdanggo|메뉴",상품_맛
1285,고객,"It's MeideuBaiDeoSyepeujo, right? Is ChocoPeulleopeu very spicy?","MeideuBaiDeoSyepeujo, 땡초 김밥","MeideuBaiDeoSyepeujo|상호, ChocoPeulleopeu|메뉴",상품_맛
1286,고객,"It's BandiinHouseBalsanjeom, right? Is PlainAglioOilPasta very spicy?","BandiinHouseBalsanjeom, 땡초 김밥","BandiinHouseBalsanjeom|상호, PlainAglioOilPasta|메뉴",상품_맛
1287,고객,"It's MikongCoffee, right? Is p.sloveyou very spicy?","MikongCoffee, 땡초 김밥","MikongCoffee|상호, p.sloveyou|메뉴",상품_맛
1288,고객,"It's Michaeuda, right? Is CafeFloat very spicy?","Michaeuda, 매운 김밥","Michaeuda|상호, CafeFloat|메뉴",상품_맛
1289,고객,"It's Segyerogeonchukjeongi, right? Is DeSolRaSolRangsioSensibel2013 very spicy?","Segyerogeonchukjeongi, 매운 김밥","Segyerogeonchukjeongi|상호, DeSolRaSolRangsioSensibel2013|메뉴",상품_맛
1290,고객,"It's PpangkkuttongkkumunguyaSeosanyecheonjeom, right? Is Hatseuteopeu very spicy?","PpangkkuttongkkumunguyaSeosanyecheonjeom, 매운 김밥","PpangkkuttongkkumunguyaSeosanyecheonjeom|상호, Hatseuteopeu|메뉴",상품_맛
1291,고객,"It's AmigaLive, right? Is RoyalSpicyChickenSoupHotPot very spicy?","AmigaLive, 매운 김밥","AmigaLive|상호, RoyalSpicyChickenSoupHotPot|메뉴",상품_맛
1292,고객,"It's MarblePeop, right? Is GrilledGalbiPattiesGriddledRice delicious?","MarblePeop, 고추 튀김","MarblePeop|상호, GrilledGalbiPattiesGriddledRice|메뉴",상품_맛
1293,고객,"It's JeiMadeCheonyeongongbang, right? Is AttalRamen delicious?","JeiMadeCheonyeongongbang, 고추 튀김","JeiMadeCheonyeongongbang|상호, AttalRamen|메뉴",상품_맛
1294,고객,"It's GeumeumdalSelfStewDioNowonjeom, right? Is MaeumSet delicious?","GeumeumdalSelfStewDioNowonjeom, 고추 튀김","GeumeumdalSelfStewDioNowonjeom|상호, MaeumSet|메뉴",상품_맛
1295,고객,"It's Kkotdamchan, right? Is BuckwheatNoodlesinColdSoybeanSoup delicious?","Kkotdamchan, 고추 튀김","Kkotdamchan|상호, BuckwheatNoodlesinColdSoybeanSoup|메뉴",상품_맛
1296,고객,"It's DeosunsuBeauty, right? Is ExtraServingofNapaWrapswithPorkKimchi?","DeosunsuBeauty, 오징어 튀김","DeosunsuBeauty|상호, ExtraServingofNapaWrapswithPorkKimchi|메뉴",상품_맛
1297,고객,"It's SsiMonkeyKorea, right? Is Bananabread?","SsiMonkeyKorea, 오징어 튀김","SsiMonkeyKorea|상호, Bananabread|메뉴",상품_맛
1298,고객,"It's KotakinaballuseunaepSinuihansu, right? Is BBQNACHO?","KotakinaballuseunaepSinuihansu, 오징어 튀김","KotakinaballuseunaepSinuihansu|상호, BBQNACHO|메뉴",상품_맛
1299,고객,"It's EnibenRamyeonCafe, right? Is SpicyYellowCucumberNoodles?","EnibenRamyeonCafe, 오징어 튀김","EnibenRamyeonCafe|상호, SpicyYellowCucumberNoodles|메뉴",상품_맛
1300,고객,"It's IncheonGalchiJjimjeonmunjeom, right? Is BonTerraEkwinokseuRed spicy?","IncheonGalchiJjimjeonmunjeom, 여기, 김밥","IncheonGalchiJjimjeonmunjeom|상호, BonTerraEkwinokseuRed|메뉴",상품_맛
1301,고객,"It's Keulleiatteullie, right? Is ChocoChiffonCake2ho spicy?","Keulleiatteullie, 여기, 김밥","Keulleiatteullie|상호, ChocoChiffonCake2ho|메뉴",상품_맛
1302,고객,"It's LastChunseonSuwon, right? Is IsNiButterCroffle spicy?","LastChunseonSuwon, 여기, 김밥","LastChunseonSuwon|상호, IsNiButterCroffle|메뉴",상품_맛
1303,고객,"It's HanuSarang, right? Is DatsaiJyunmaidaiginjyo50 spicy?","HanuSarang, 여기, 김밥","HanuSarang|상호, DatsaiJyunmaidaiginjyo50|메뉴",상품_맛
1304,고객,"It's Tijimiyongsil, right? Is KoreanandBeefBrisketKimchiJjigae spicy?","Tijimiyongsil, 어묵","Tijimiyongsil|상호, KoreanandBeefBrisketKimchiJjigae|메뉴",상품_맛
1305,고객,"It's Gongwonboribap, right? Is ChambokSal spicy?","Gongwonboribap, 어묵","Gongwonboribap|상호, ChambokSal|메뉴",상품_맛
1306,고객,"It's HaedameunHwangtae, right? Is MiniEocheoNimome spicy?","HaedameunHwangtae, 어묵","HaedameunHwangtae|상호, MiniEocheoNimome|메뉴",상품_맛
1307,고객,"It's ONTHEGARDEN, right? Is KoreanBeefBulgogiSetMenu+HotStonePotRice spicy?","ONTHEGARDEN, 어묵","ONTHEGARDEN|상호, KoreanBeefBulgogiSetMenu+HotStonePotRice|메뉴",상품_맛
1308,고객,"It's MatBurger, right? Is mandu GrilledSirloinandSeaUrchinRoe refreshing?","MatBurger, 만두국물","MatBurger|상호, GrilledSirloinandSeaUrchinRoe|메뉴",상품_맛
1309,고객,"It's Ijipdongaseu, right? Is mandu OctopusandSmallIntestine) refreshing?","Ijipdongaseu, 만두국물","Ijipdongaseu|상호, OctopusandSmallIntestine)|메뉴",상품_맛
1310,고객,"It's Syariho, right? Is mandu BurritoSideSet refreshing?","Syariho, 만두국물","Syariho|상호, BurritoSideSet|메뉴",상품_맛
1311,고객,"It's Pyeongchanggangmaeuntang, right? Is mandu KkunigejoaChobap refreshing?","Pyeongchanggangmaeuntang, 만두국물","Pyeongchanggangmaeuntang|상호, KkunigejoaChobap|메뉴",상품_맛
1312,고객,"It's GeumjeoksanSikdang, right? Is Deep-friedLaverRollStuffedwithGlassNoodlesandChiveJapchae spicy?","GeumjeoksanSikdang, 떡볶이, 맛","GeumjeoksanSikdang|상호, Deep-friedLaverRollStuffedwithGlassNoodlesandChiveJapchae|메뉴",상품_맛
1313,고객,"It's KokkirigabanhanHotdog&waffle, right? Is SunsuHobakcha spicy?","KokkirigabanhanHotdog&waffle, 떡볶이, 맛","KokkirigabanhanHotdog&waffle|상호, SunsuHobakcha|메뉴",상품_맛
1314,고객,"It's DelpikjejuStoneHouse, right? Is CornCheeseCreamPasta spicy?","DelpikjejuStoneHouse, 떡볶이, 맛","DelpikjejuStoneHouse|상호, CornCheeseCreamPasta|메뉴",상품_맛
1315,고객,"It's SeunikeobaLotteBaekhwajeomchangwonjeom, right? Is Sanghaerunaengchae spicy?","SeunikeobaLotteBaekhwajeomchangwonjeom, 떡볶이, 맛","SeunikeobaLotteBaekhwajeomchangwonjeom|상호, Sanghaerunaengchae|메뉴",상품_맛
1316,고객,"It's Hadongseomjingangjaecheopguk, right? Is SingsinghanPpeollakjiYori not too spicy?","Hadongseomjingangjaecheopguk, 치즈 떡볶이","Hadongseomjingangjaecheopguk|상호, SingsinghanPpeollakjiYori|메뉴",상품_맛
1317,고객,"It's SokchoChwi, right? Is TomYumGoongRamyeon not too spicy?","SokchoChwi, 치즈 떡볶이","SokchoChwi|상호, TomYumGoongRamyeon|메뉴",상품_맛
1318,고객,"It's HwarakBarbecueChickenGwangjucheomdanjeom, right? Is BoebeuDeubilBlancDeuBlancBeurwi not too spicy?","HwarakBarbecueChickenGwangjucheomdanjeom, 치즈 떡볶이","HwarakBarbecueChickenGwangjucheomdanjeom|상호, BoebeuDeubilBlancDeuBlancBeurwi|메뉴",상품_맛
1319,고객,"It's JjajanCake, right? Is SmokedAgedWineDuck) not too spicy?","JjajanCake, 치즈 떡볶이","JjajanCake|상호, SmokedAgedWineDuck)|메뉴",상품_맛
1320,고객,"It's Obeune, right? Is Lemonlime&bitters slightly spicy?","Obeune, 스패니쉬 함박스테이크, 매콤","Obeune|상호, Lemonlime&bitters|메뉴",상품_맛
1321,고객,"It's BareunmomaeSongpajeom, right? Is SsosijiBokkeumbap slightly spicy?","BareunmomaeSongpajeom, 스패니쉬 함박스테이크, 매콤","BareunmomaeSongpajeom|상호, SsosijiBokkeumbap|메뉴",상품_맛
1322,고객,"It's Hongbok, right? Is NadeuriUdon slightly spicy?","Hongbok, 스패니쉬 함박스테이크, 매콤","Hongbok|상호, NadeuriUdon|메뉴",상품_맛
1323,고객,"It's ChangjakgongganSihaengchago, right? Is GwanjaButterAtame slightly spicy?","ChangjakgongganSihaengchago, 스패니쉬 함박스테이크, 매콤","ChangjakgongganSihaengchago|상호, GwanjaButterAtame|메뉴",상품_맛
1324,고객,"It's MokwachikNaengmyeon, right? Is GamberiJukine here very spicy?","MokwachikNaengmyeon, 여기, 매운 돈가스","MokwachikNaengmyeon|상호, GamberiJukine|메뉴",상품_맛
1325,고객,"It's GacheuyaUdon, right? Is SweetGrapefruitTea here very spicy?","GacheuyaUdon, 여기, 매운 돈가스","GacheuyaUdon|상호, SweetGrapefruitTea|메뉴",상품_맛
1326,고객,"It's Samwonhoesusan, right? Is RiwanChobap here very spicy?","Samwonhoesusan, 여기, 매운 돈가스","Samwonhoesusan|상호, RiwanChobap|메뉴",상품_맛
1327,고객,"It's MongVayresCCNamT14, right? Is PorkandBeanCurdSoup here very spicy?","MongVayresCCNamT14, 여기, 매운 돈가스","MongVayresCCNamT14|상호, PorkandBeanCurdSoup|메뉴",상품_맛
1328,고객,"It's 1994Gukbap, right? Do you not like greasy food? I can't eat greasy food either.","1994Gukbap, 가츠동","1994Gukbap|상호, KaraeRamen|메뉴",상품_맛
1329,고객,"It's ByeonggeolleGulbapJip, right? Do you not like greasy food? I can't eat greasy food either.","ByeonggeolleGulbapJip, 가츠동","ByeonggeolleGulbapJip|상호, JajubawihoetjippoeTeuksun|메뉴",상품_맛
1330,고객,"It's UnjeongHarmonyYakguk, right? Do you not like greasy food? I can't eat greasy food either.","UnjeongHarmonyYakguk, 가츠동","UnjeongHarmonyYakguk|상호, GizzardShad,Half-driedSaury|메뉴",상품_맛
1331,고객,"It's OrangeHeeoateu, right? Do you not like greasy food? I can't eat greasy food either.","OrangeHeeoateu, 가츠동","OrangeHeeoateu|상호, Basil,ShrimpandMayo|메뉴",상품_맛
1332,고객,"It's Hyeusauna, right? Is WhiteKimchiBonesJjigae very spicy?","Hyeusauna, 불짜장","Hyeusauna|상호, WhiteKimchiBonesJjigae|메뉴",상품_맛
1333,고객,"It's Mat3, right? Is BunmalSoup very spicy?","Mat3, 불짜장","Mat3|상호, BunmalSoup|메뉴",상품_맛
1334,고객,"It's Beullit, right? Is DanjjanaeGanjang very spicy?","Beullit, 불짜장","Beullit|상호, DanjjanaeGanjang|메뉴",상품_맛
1335,고객,"It's Deoroki, right? Is ApeulligemTreePel very spicy?","Deoroki, 불짜장","Deoroki|상호, ApeulligemTreePel|메뉴",상품_맛
1336,고객,"It's DauriBokjip, right? Is RoséMeatball very spicy?","DauriBokjip, 매운 짜장","DauriBokjip|상호, RoséMeatball|메뉴",상품_맛
1337,고객,"It's Ttung'SBudaejjigae, right? Is Golbaengi3in very spicy?","Ttung'SBudaejjigae, 매운 짜장","Ttung'SBudaejjigae|상호, Golbaengi3in|메뉴",상품_맛
1338,고객,"It's Bulmangnyeolsamjangyumugyejeom, right? Is FriedChicken+Tteokbokki very spicy?","Bulmangnyeolsamjangyumugyejeom, 매운 짜장","Bulmangnyeolsamjangyumugyejeom|상호, FriedChicken+Tteokbokki|메뉴",상품_맛
1339,고객,"It's Gareumdabang, right? Is DeoVeganSalad very spicy?","Gareumdabang, 매운 짜장","Gareumdabang|상호, DeoVeganSalad|메뉴",상품_맛
1340,고객,"It's TaptenSinjejujingnyeongjeom, right? Is HanddriporSyphone tasty? Not greasy?","TaptenSinjejujingnyeongjeom, 삼선","TaptenSinjejujingnyeongjeom|상호, HanddriporSyphone|메뉴",상품_맛
1341,고객,"It's Jjijimajimae, right? Is CinnamonandEinspanner tasty? Not greasy?","Jjijimajimae, 삼선","Jjijimajimae|상호, CinnamonandEinspanner|메뉴",상품_맛
1342,고객,"It's Gyeongheungsanghoe, right? Is BoiledNapaWrapswithPorkSlices小 tasty? Not greasy?","Gyeongheungsanghoe, 삼선","Gyeongheungsanghoe|상호, BoiledNapaWrapswithPorkSlices小|메뉴",상품_맛
1343,고객,"It's Ijinhaheeosyop, right? Is MarinatedCharcoal-grilledBeefandGalbi tasty? Not greasy?","Ijinhaheeosyop, 삼선","Ijinhaheeosyop|상호, MarinatedCharcoal-grilledBeefandGalbi|메뉴",상품_맛
1344,고객,"It's ReokseuFish, right? Is HunjangUdonJeongsik spicy? Spicy one is gochujjambbong, right?","ReokseuFish, 짬뽕","ReokseuFish|상호, HunjangUdonJeongsik|메뉴",상품_맛
1345,고객,"It's Myeongjujeongwon, right? Is GrilledWholeChickenwithGreenOnionsandScorchedRice spicy? Spicy one is gochujjambbong, right?","Myeongjujeongwon, 짬뽕","Myeongjujeongwon|상호, GrilledWholeChickenwithGreenOnionsandScorchedRice|메뉴",상품_맛
1346,고객,"It's JeongJjajangJjambbong, right? Is TyullipSsokBuldakbal spicy? Spicy one is gochujjambbong, right?","JeongJjajangJjambbong, 짬뽕","JeongJjajangJjambbong|상호, TyullipSsokBuldakbal|메뉴",상품_맛
1347,고객,"It's Ajeukara129, right? Is Jeotgalchugasi spicy? Spicy one is gochujjambbong, right?","Ajeukara129, 짬뽕","Ajeukara129|상호, Jeotgalchugasi|메뉴",상품_맛
1348,고객,"It's HaennimGarden, right? Is GrilledGalbi/450g) very spicy?","HaennimGarden, 창스 스파이스 치킨","HaennimGarden|상호, GrilledGalbi/450g)|메뉴",상품_맛
1349,고객,"It's SieStarHeeomiyongsil, right? Is Cheese,Chicken'sFeetandShrimp very spicy?","SieStarHeeomiyongsil, 창스 스파이스 치킨","SieStarHeeomiyongsil|상호, Cheese,Chicken'sFeetandShrimp|메뉴",상품_맛
1350,고객,"It's Oksangjangneopsil, right? Is AePleaseSparkling very spicy?","Oksangjangneopsil, 창스 스파이스 치킨","Oksangjangneopsil|상호, AePleaseSparkling|메뉴",상품_맛
1351,고객,"It's PibubonyeonJamsiljeom, right? Is BraisedClamSpecial very spicy?","PibubonyeonJamsiljeom, 창스 스파이스 치킨","PibubonyeonJamsiljeom|상호, BraisedClamSpecial|메뉴",상품_맛
1352,고객,"It's SuyeonheeoClub, right? Is Oseongbasaktae bland?","SuyeonheeoClub, 국","SuyeonheeoClub|상호, Oseongbasaktae|메뉴",상품_맛
1353,고객,"It's KaesibaekBrunchCafe, right? Is GoldChestnutandPumpkin/R) bland?","KaesibaekBrunchCafe, 국","KaesibaekBrunchCafe|상호, GoldChestnutandPumpkin/R)|메뉴",상품_맛
1354,고객,"It's GwangjuadongdoseoEoriniseojeomPiteopaen, right? Is BoiledKoreanBeefSlicesSpecial bland?","GwangjuadongdoseoEoriniseojeomPiteopaen, 국","GwangjuadongdoseoEoriniseojeomPiteopaen|상호, BoiledKoreanBeefSlicesSpecial|메뉴",상품_맛
1355,고객,"It's Jeonseollakgopsaesiheungbaegotjeom, right? Is Octopus&SeaSnails bland?","Jeonseollakgopsaesiheungbaegotjeom, 국","Jeonseollakgopsaesiheungbaegotjeom|상호, Octopus&SeaSnails|메뉴",상품_맛
1356,고객,"It's GadaCoffee, right? Is jjamppong spicy? Spicy one is Wangjaramyeon_Mandu, right?","GadaCoffee, 짬뽕, 고추짬뽕","GadaCoffee|상호, jjamppong|메뉴, Wangjaramyeon_Mandu|메뉴",상품_맛
1357,고객,"It's IlpumDaepae, right? Is jjamppong spicy? Spicy one is SilsokModeumTwigim, right?","IlpumDaepae, 짬뽕, 고추짬뽕","IlpumDaepae|상호, jjamppong|메뉴, SilsokModeumTwigim|메뉴",상품_맛
1358,고객,"It's AiFamilyGunpojeom, right? Is jjamppong spicy? Spicy one is MarinatedGreenTeaandDuckBulgogi), right?","AiFamilyGunpojeom, 짬뽕, 고추짬뽕","AiFamilyGunpojeom|상호, jjamppong|메뉴, MarinatedGreenTeaandDuckBulgogi)|메뉴",상품_맛
1359,고객,"It's RaengkingFishBang, right? Is jjamppong spicy? Spicy one is MakSseoreohoe, right?","RaengkingFishBang, 짬뽕, 고추짬뽕","RaengkingFishBang|상호, jjamppong|메뉴, MakSseoreohoe|메뉴",상품_맛
1360,고객,"It's ByurimheeokeeosallongSaengyeonjeom, right? Is BoYangsikDoganitang delicious?","ByurimheeokeeosallongSaengyeonjeom, 차돌박이 볶음밥","ByurimheeokeeosallongSaengyeonjeom|상호, BoYangsikDoganitang|메뉴",상품_맛
1361,고객,"It's Wolhadamso, right? Is JjukkumiAlgadeukDeopbap delicious?","Wolhadamso, 차돌박이 볶음밥","Wolhadamso|상호, JjukkumiAlgadeukDeopbap|메뉴",상품_맛
1362,고객,"It's KkalkkariTteokbokki, right? Is KaeneonOakChardonnay delicious?","KkalkkariTteokbokki, 차돌박이 볶음밥","KkalkkariTteokbokki|상호, KaeneonOakChardonnay|메뉴",상품_맛
1363,고객,"It's ApeurikaangyeongHongdaejeom, right? Is RonepelteuRedBerry delicious?","ApeurikaangyeongHongdaejeom, 차돌박이 볶음밥","ApeurikaangyeongHongdaejeom|상호, RonepelteuRedBerry|메뉴",상품_맛
1364,고객,"It's BonguSikdang, right? Is Bulsamburi delicious?","BonguSikdang, 볶음짬뽕","BonguSikdang|상호, Bulsamburi|메뉴",상품_맛
