,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
0,고객,我会在这里吃一卷海苔饭卷,"김밥, 한 줄, 여기","海苔饭卷|메뉴, 一卷|수량",매장_상품정보
0,고객,请切三片苏打天妇罗,"오징어튀김, 세 개","苏打天妇罗|메뉴, 三|수량",매장_상품정보
0,고객,请给我一套,"모둠, 하나","套|메뉴, 一|수량",매장_상품정보
0,고객,那请给我一份奶酪猪排，我吃完就走,"치즈 돈가스, 하나","奶酪猪排|메뉴, 一份|수량",매장_상품정보
0,고객,请给我一个辣味金枪鱼海苔卷和一个金米海苔卷,"매콤 참치김밥, 하나, 진미 김밥, 하나","辣味金枪鱼海苔卷|메뉴, 一个|수량, 金米海苔卷|메뉴, 一个|수량",매장_상품정보
0,고객,请给我tteokbokki,"떡볶이, 하나","tteokbokki|메뉴, one|수량",매장_상품정보
0,고객,请给我一个扁平的饺子,"납작 만두, 한 개","扁平的饺子|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一份军饺子,"군만두, 하나","军饺子|메뉴, 一份|수량",매장_상품정보
0,고객,请给我一个海鲜炒面和一个海鲜炒面,"그거, 하나, 해산물 볶음 쌀국수, 하나","一个|수량, 海鲜炒面|메뉴, 一个|수량",매장_상품정보
0,고객,请给我来一个优质的海苔饭卷。,"프리미엄 김밥, 하나","优质的海苔饭卷|메뉴, 一个|수량",매장_상품정보
0,고객,如果是拉面，请再加一份。,"라면, 하나","拉面|메뉴, 一份|수량",매장_상품정보
0,고객,请给我一个海苔饭卷和一个刀削面,"김밥, 한 줄, 가락국수, 하나","海苔饭卷|메뉴, 一个|수량, 刀削面|메뉴, 一个|수량",매장_상품정보
0,고객,不，只给我一个海苔卷和刀削面,"김밥, 하나, 가락국수","海苔卷|메뉴, 一个|수량, 刀削面|메뉴",매장_상품정보
0,고객,一个长煎和一个小米糕。,"롱후라이드, 하나, 소떡소떡","长煎|메뉴, 一个|수량, 小米糕|메뉴, 一个|수량",매장_상품정보
0,고객,大蒜酱猪排，请,"마늘간장 돈가스, 하나","大蒜酱猪排|메뉴, 请|수량",매장_상품정보
0,고객,我要一份佛罗伦萨牛排,"플로렌스 스테이크, 하나","佛罗伦萨牛排|메뉴, 一份|수량",매장_상품정보
0,고객,请给我一碗辣白菜海鲜汤面,"짬뽕, 한 개","辣白菜海鲜汤面|메뉴, 一|수량",매장_상품정보
0,고객,请给我一碗辣汤面,"짬뽕, 하나","辣汤面|메뉴, 一|수량",매장_상품정보
0,고객,请给我一份海鲜辣酱面,"해물 짬뽕, 하나","海鲜辣酱面|메뉴, 一个|수량",매장_상품정보
0,고객,我可以要干炒酱吗？,간짜장,干炒酱|메뉴,매장_상품정보
0,고객,一份生命的辣味海鲜面，一份炸酱面,"인생 짬뽕, 하나, 짜장면, 하나","一份生命的辣味海鲜面|메뉴, 一份|수량, 炸酱面|메뉴, 一份|수량",매장_상품정보
0,고객,请给我一碗辣汤面。,간짬뽕,辣汤面|메뉴,매장_상품정보
0,고객,请给我两碗鱼丸汤。,"추어탕, 두 개","鱼丸汤|메뉴, 两|수량",매장_상품정보
0,고객,"One dwaeji gukbap, please",돼지국밥,돼지국밥|메뉴,매장_상품정보
0,고객,请给我一碗韩式牛骨汤,"선지해장국, 하나","韩式牛骨汤|메뉴, 一碗|수량",매장_상품정보
0,고객,我可以要一份辣椒炒饭吗？,"낙지, 라이스, 하나","辣椒炒饭|메뉴, 一份|수량",매장_상품정보
0,고객,请给我两碗牛肉面和两块绿豆饼,"고기국수, 두 개, 빈대떡, 두 장","牛肉面|메뉴, 两|수량, 绿豆饼|메뉴, 两 pieces|수량",매장_상품정보
0,고객,请给我一个拌饭,"비빔밥, 하나","拌饭|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一个烤鱿鱼，一个圣代和煮猪肉,"오징어 탕구이, 하나, 순대, 수육, 하나","烤鱿鱼|메뉴, 一个|수량, 圣代|메뉴, 煮猪肉|메뉴, 一个|수량",매장_상품정보
0,고객,是 sundae bossam？,순대 수육,"sundae|메뉴, bossam|메뉴",매장_상품정보
0,고객,请给我拌饭,"비빔밥, 하나","拌饭|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一个清国酱和一个鱼丸汤,"청국장, 하나, 오뎅지개, 하나","清国酱|메뉴, 一个|수량, 鱼丸汤|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一碗海螺汤,올갱이국,海螺汤|메뉴,매장_상품정보
0,고객,请给我一个普通餐食,"정식, 하나","普通餐食|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一份拌面条,"비빔국수, 하나","拌面条|메뉴, 一份|수량",매장_상품정보
0,고객,那请给我一碗牛腩豆瓣酱炖,"차돌박이 된장찌개, 하나, 계산","牛腩豆瓣酱炖|메뉴, 一个|수량",매장_상품정보
0,고객,东宫酱蒸鸡，去骨半只鸡，两份米饭,"동궁간장찜닭, 순살, 반마리, 공기밥, 두개","东宫酱蒸鸡|메뉴, 去骨|메뉴, 半只鸡|수량, 米饭|메뉴, 两份|수량",매장_상품정보
0,고객,那么，请给我一碗汤圆糕点,"순대국밥, 하나","一碗汤圆糕点|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一个뚝배기,"뚝배기, 하나","뚝배기|메뉴, 一个|수량",매장_상품정보
0,고객,三文鱼肚，比目鱼，煮虾。,"연어뱃살, 광어, 삶은새우","三文鱼肚|메뉴, 比目鱼|메뉴, 煮虾|메뉴",매장_상품정보
0,고객,请给我一个品种的寿司套餐,"모둠초밥, 하나","寿司套餐|메뉴, 一个|수량",매장_상품정보
0,고객,"只要给我一碗热乌冬面,",우동,乌冬面|메뉴,매장_상품정보
0,고객,请给我猪排,등심돈까스,猪排|메뉴,매장_상품정보
0,고객,汤也会出来吗？,스프,汤|메뉴,매장_상품정보
0,고객,请给我一个gurakke。,"고로케, 하나","gurakke|메뉴, 一个|수량",매장_상품정보
0,고객,请给我章鱼烧，我会吃它。,타코야끼,章鱼烧|메뉴,매장_상품정보
0,고객,三文鱼寿司辣吗？辣的是三文鱼寿司，对吧？,연어초밥,三文鱼寿司|메뉴,매장_상품정보
0,고객,然后，我要一个炒辣面，我也要一个炒辣面，请,"볶음 짬뽕, 두 개","炒辣面|메뉴, 一个|수량",매장_상품정보
0,고객,那请给我炸酱面,짜장면,炸酱面|메뉴,매장_상품정보
0,고객,那请给我一碗中式杂饭,"중화 비빔밥, 하나","中式杂饭|메뉴, 一|수량",매장_상품정보
0,고객,请做炒饭,볶음밥,炒饭|메뉴,매장_상품정보
0,고객,现在炸酱面准备好了吗？,"짜장면, 지금",炸酱面|메뉴,매장_상품정보
0,고객,你想要炒饭吗？,"볶음밥, 하나","炒饭|메뉴, 一个|수량",매장_상품정보
0,고객,请把炒面手抓饼做成不辣的,짬뽕수제비,炒面手抓饼|메뉴,매장_상품정보
0,고객,Just give me jjamppong,짬뽕,짬뽕|메뉴,매장_상품정보
0,고객,我可以只要一碗辣海鲜面吗？,"짬뽕, 하나","辣海鲜面|메뉴, 一|수량",매장_상품정보
0,고객,请给我一盘炸酱面,"짜장면, 한 그릇","炸酱面|메뉴, 一盘|수량",매장_상품정보
0,고객,请给我一份辣汤面,"짬뽕, 하나","辣汤面|메뉴, 一个|수량",매장_상품정보
0,고객,请给我两个짬뽕,"짬뽕, 두 개","짬뽕|메뉴, 两个|수량",매장_상품정보
0,고객,那请给我一份猪排,"포크 돈가스, 하나","猪排|메뉴, 一份|수량",매장_상품정보
0,고객,然后，请给我一份猪排吧,"등심 돈가스, 하나","猪排|메뉴, 一份|수량",매장_상품정보
0,고객,那请给我猪排,등심 돈가스,猪排|메뉴,매장_상품정보
0,고객,你要不要来一份原味汉堡牛排呢？,"오리지널 함박, 하나","原味汉堡牛排|메뉴, 一份|수량",매장_상품정보
0,고객,我们试试那种呈红色的海鲜番茄意面吧？,해산물 토마토 파스타,海鲜番茄意面|메뉴,매장_상품정보
0,고객,只给我两个tonkatsu,"돈가스, 두 개","tonkatsu|메뉴, 两个|수량",매장_상품정보
0,고객,请给我意大利面和鸡肉意大利面,"봉골레, 치킨빠네","意大利面|메뉴, 鸡肉意大利面|메뉴",매장_상품정보
0,고객,你想要吃鸡肉多利亚吗？,"치킨 도리아, 하나","鸡肉多利亚|메뉴, 一个|수량",매장_상품정보
0,고객,请给我甜薯芝士猪排,"고구마 치즈 돈가스, 하나","甜薯芝士猪排|메뉴, 一个|수량",매장_상품정보
0,고객,请给我海鲜番茄酸奶,해물 토마토,海鲜番茄|메뉴,매장_상품정보
0,고객,请给我一个大蒜调味沙拉,"갈릭 드레싱 샐러드, 하나","大蒜调味沙拉|메뉴, 一个|수량",매장_상품정보
0,고객,我能选择哪些汤？,"수프, 선택",汤|메뉴,매장_상품정보
0,고객,请给我蘑菇汤,양송이스프,蘑菇汤|메뉴,매장_상품정보
0,고객,请给我意大利面奶油培根意面。,까르보나라,奶油培根意面|메뉴,매장_상품정보
0,고객,如果我有意面，那就够了,파스타,意面|메뉴,매장_상품정보
0,고객,我要海鲜炒饭。,해산물 볶음밥,海鲜炒饭|메뉴,매장_상품정보
0,고객,请给我一个猪排饭,돈돈 돈가스,猪排饭|메뉴,매장_상품정보
0,고객,我们来吃点辣拉面吧？,얼큰라면,辣拉面|메뉴,매장_상품정보
0,고객,请给我猪五花肉饭和各种寿司,"우삼겹덮밥, 모둠초밥","猪五花肉饭|메뉴, 各种寿司|메뉴",매장_상품정보
0,고객,那对吗？那么请给我一个咔滋丼,"규동, 하나","咔滋丼|메뉴, 一个|수량",매장_상품정보
0,고객,你想要一个生鱼片丼饭吗？,"사시미 돈부리, 하나","生鱼片丼饭|메뉴, 一个|수량",매장_상품정보
0,고객,请给我一个evydong,"에비동, 하나","evydong|메뉴, 一个|수량",매장_상품정보
0,고객,请给我你的虾寿司套餐,"새우, 초밥정식","虾|재료, 寿司套餐|메뉴",매장_상품정보
0,고객,请给我一碗乌冬面,"우동, 하나","乌冬面|메뉴, 一|수량",매장_상품정보
0,고객,请给我一份小份的冬菜汤,동태탕,冬菜汤|메뉴,매장_상품정보
0,고객,请给我一个牛肉汤汤饭,"여기, 순대국밥, 하나","牛肉汤汤饭|메뉴, 一个|수량",매장_상품정보
0,고객,请给我叶子饺子和鳀鱼面条,"잎새 만두, 멸치국수","叶子饺子|메뉴, 鳀鱼面条|메뉴",매장_상품정보
0,고객,请给我温和的拌冷面和牛排馄饨。,"피냉면, 중간맛, 갈비 만두","拌冷面|메뉴, 温和|맵기, 牛排馄饨|메뉴",매장_상품정보
0,고객,请给我一个这个和一个那个，还有一些蒲公英,"이거, 한 개, 이거, 한 개, 곤드레","一个|수량, 一个|수량, 蒲公英|메뉴",매장_상품정보
0,고객,请给我我们的蚝汤配米饭。,"저희, 굴국밥, 밥","蚝汤|메뉴, 米饭|메뉴",매장_상품정보
0,고객,只给我一碗泥鳅汤,"추어탕, 하나","泥鳅汤|메뉴, 一|수량",매장_상품정보
0,고객,那请那样订购,"주문, 카드결제, 가능",信用卡支付|결제방식,매장_상품정보
0,고객,请给我一份刀削面,"손칼국수, 하나","刀削面|메뉴, 一份|수량",매장_상품정보
0,고객,请给我tteokbokki,"떡볶이, 하나, 부탁","tteokbokki|메뉴, 一个|수량",매장_상품정보
0,고객,请给我带来一份金枪鱼特餐和一份三文鱼,"참치 스페셜 세트, 하나, 사케, 하나","金枪鱼特餐|메뉴, 一份|수량, 三文鱼|메뉴, 一份|수량",매장_상품정보
0,고객,那么请给我一套,a 세트,一套|메뉴,매장_상품정보
0,고객,"我要点套餐1。,","세트메뉴 1번, 주문",套餐1|메뉴,매장_상품정보
0,고객,请给我4人份的活动午餐套餐,이벤트 런치세트 4인,4人份的活动午餐套餐|메뉴,매장_상품정보
0,고객,现在可以订午餐套餐吗？,런치 세트,午餐套餐|메뉴,매장_상품정보
0,고객,那请准备7份“柳山雪石饭”和4份“甜酸肉”中等份量。,"류산슬밥, 7개, 탕수육, 중, 4개, 준비","柳山雪石饭|메뉴, 7份|수량, 甜酸肉|메뉴, 中等|사이즈, 4份|수량",매장_상품정보
0,고객,你会给我1.5千克的鲳鱼吗？,"우럭, 1.5kg","鲳鱼|재료, 1.5千克|수량",매장_상품정보
0,고객,我可以吃韩国食物吗？,한식,韩国食物|메뉴,매장_상품정보
0,고객,请用烤肉和泡菜煎饼做菜单,"메뉴, 불고기, 김치전","烤肉|메뉴, 泡菜煎饼|메뉴",매장_상품정보
0,고객,那我会点这个菜单和那个菜单,"메뉴, 두 개",两个|수량,매장_상품정보
0,고객,我可以要一份比目鱼寿司和三文鱼寿司吗？,"광어초밥, 연어초밥","比目鱼寿司|메뉴, 三文鱼寿司|메뉴",매장_상품정보
0,고객,我可以点一份火锅吗？,"전골, 1인분, 주문","火锅|메뉴, 一份|사이즈",매장_상품정보
0,고객,请给我两个人的A课程,"A코스, 2인","A课程|메뉴, 两个人|인원",매장_상품정보
0,고객,那么，请准备三份小份冷冻猪肉,"동파육, 작은 사이즈, 3접시, 준비","冷冻猪肉|메뉴, 小份|사이즈, 三份|수량",매장_상품정보
0,고객,请给我带一份套餐和皋日蒸菜,"메뉴, 한정식 가오리찜",set menu gaori steamed dish|메뉴,매장_상품정보
0,고객,请给我特别的套餐菜单,한정식 큰상 코스,特别的套餐|메뉴,매장_상품정보
0,고객,你想要两份炸酱面，两份炒碌，还有一份糖醋肉吗？,"짜장면, 두 개, 짬뽕, 두 개, 탕수육, 대","炸酱面|메뉴, 两份|수량, 炒碌|메뉴, 两份|수량, 糖醋肉|메뉴, 一份|사이즈",매장_상품정보
0,고객,你们也有炸酱面吗？,짬짜면,炸酱面|메뉴,매장_상품정보
0,고객,目前，我将订购5人的中文A课程。,"중식 A코스, 5인, 주문","中文A课程|메뉴, 5人|인원",매장_상품정보
0,고객,我想要一份炸酱面，一份辣汤面，还有一份糖醋肉。,"자장면, 1개, 짬뽕, 1개, 탕수육, 중, 하나","炸酱面|메뉴, 一份|수량, 辣汤面|메뉴, 一份|수량, 糖醋肉|메뉴, 订单|사이즈, 请|수량",매장_상품정보
0,고객,一人份的部队锅鬼够吗？,"부대찌개, 1인분","部队锅鬼|메뉴, 一人份|수량",매장_상품정보
0,고객,请给我泡菜汤,김치찌개,泡菜汤|메뉴,매장_상품정보
0,고객,请准备4组特制寿司,"특초밥 4세트, 준비",特制寿司4组|메뉴,매장_상품정보
0,고객,我会订螃蟹，我们的孩子喜欢的,"꽃게, 주문",螃蟹|재료,매장_상품정보
0,고객,"好的，请用猪骨汤做。,",백숙,猪骨汤|메뉴,매장_상품정보
0,고객,那么请给我4份猪排套餐,"돈가스 정식, 4개","猪排套餐|메뉴, 4份|수량",매장_상품정보
0,고객,那么请给我奶酪猪排和蛋包饭,"치즈돈가스, 오므라이스","奶酪猪排|메뉴, 蛋包饭|메뉴",매장_상품정보
0,고객,那请将짬뽕改为单份，去掉配菜，并给我一听可乐,"짬뽕, 곱빼기, 변경, 1인 세트, 주문","짬뽕|메뉴, 去掉|사이즈, 单份|메뉴",매장_상품정보
0,고객,那么请抓住那条比目鱼,대방어,比目鱼|메뉴,매장_상품정보
0,고객,那请给我一些豆瓣酱炖菜,된장찌개,豆瓣酱炖菜|메뉴,매장_상품정보
0,고객,那给我一碗辣牛肉汤，谢谢,"얼큰 순댓국, 1개","辣牛肉汤|메뉴, 一|수량",매장_상품정보
0,고객,请给我一个家庭套餐,"가족세트, 하나","家庭套餐|메뉴, 一个|수량",매장_상품정보
0,고객,我会点牛排,"스테이크, 주문",牛排|메뉴,매장_상품정보
0,고객,请给我两份普通餐,"정식, 2인분","普通餐|메뉴, 两份|수량",매장_상품정보
0,고객,请给我第3课的4个项目。,"3번 코스, 4개","第3课|메뉴, 4个项目|수량",매장_상품정보
0,고객,午餐套餐可以预订吗？,"런치 세트, 주문, 가능",午餐套餐|메뉴,매장_상품정보
0,고객,好的，请把那2个拿过来,2개,2|수량,매장_상품정보
0,고객,你们有鲶鱼牛排寿司吗？,메기살 스테이크 초밥,鲶鱼牛排寿司|메뉴,매장_상품정보
0,고객,我会点木耳鲑鱼寿司10片,"묵은지 광어 초밥, 10p, 주문","木耳鲑鱼寿司|메뉴, 10片|수량",매장_상품정보
0,고객,为第2组准备两份,"2번 세트, 2인분, 준비","第2组|메뉴, 两份|수량",매장_상품정보
0,고객,所以，请准备那一天的三个四人套餐菜单,"4인 정식, 3개","四人套餐菜单|메뉴, 三|수량",매장_상품정보
0,고객,请给我一份金枪鱼海苔卷,"참치김밥, 하나","金枪鱼海苔卷|메뉴, 一份|수량",매장_상품정보
0,고객,你会给我两份肉眼牛排套餐吗？,"등심 스테이크 세트, 2개","肉眼牛排套餐|메뉴, 两份|수량",매장_상품정보
0,고객,那给我两个那个还有这样的炸酱面和辣汤面,"2개, 짜장면, 짬뽕","两个|수량, 炸酱面|메뉴, 辣汤面|메뉴",매장_상품정보
0,고객,然后请给我一个基础的和一个双倍的,"기본, 하나, 곱빼기, 하나","基础|사이즈, 一个|수량, 双倍|사이즈, 一个|수량",매장_상품정보
0,고객,请准备6份炖肉火锅主菜,"메인 요리, 불고기 전골, 6인분, 준비","炖肉火锅|메뉴, 6份|수량",매장_상품정보
0,고객,是梅花课程的4份吗？,"매화 코스, 4인분, 준비","梅花课程|메뉴, 4份|수량",매장_상품정보
0,고객,炸猪排可以点吗？,"돈가스, 주문, 가능",炸猪排|메뉴,매장_상품정보
0,고객,然后，请给我4份甜酸排骨镜盘炸酱面。,"쟁반짜장, 4인분, 탕수육, 부탁","镜盘炸酱面|메뉴, 4份|수량, 甜酸排骨|메뉴",매장_상품정보
0,고객,然后我会点两份炸酱面和甜酸猪肉套餐,"여기, 쟁반짜장, 2개, 탕수육, 대짜, 주문","炸酱面|메뉴, 两份|수량, 甜酸猪肉|메뉴, 套餐|사이즈",매장_상품정보
0,고객,请给我两个炸酱面和两个炒面,"간짜장, 두 개, 짬뽕, 두 개","炸酱面|메뉴, 两个|수량, 炒面|메뉴, 两个|수량",매장_상품정보
0,고객,请给我galbijjim和套餐菜单,"메뉴, 갈비찜, 한정식","galbijjim|메뉴, 套餐菜单|메뉴",매장_상품정보
0,고객,作为一个辩护课程带来它。,방어 풀코스,辩护课程|메뉴,매장_상품정보
0,고객,是，请准备3份。,"3인분, 준비, 부탁",3份|수량,매장_상품정보
0,고객,请给我甜酸猪肉、辣海鲜面和不加蔬菜的炸酱面,"탕수육, 짬뽕, 자장면, 곱빼기","甜酸猪肉|메뉴, 辣海鲜面|메뉴, 炸酱面|메뉴, 不加蔬菜|사이즈",매장_상품정보
0,고객,你想要三份蛋炒饭吗？,"계란 볶음밥, 3인분","蛋炒饭|메뉴, 三份|수량",매장_상품정보
0,고객,那请给我2瓶啤酒，2碗炸酱面，还有一个大份的甜酸猪肉,"맥주, 2병, 짬짜면, 2개, 탕수육, 큰 것, 하나","啤酒|메뉴, 2瓶|수량, 炸酱面|메뉴, 2|수량, 甜酸猪肉|메뉴, 大份|사이즈, 一个|수량",매장_상품정보
0,고객,然后请给我两杯橙子汽水和一份猪颈排套餐,"오렌지에이드, 2잔, 목살 스테이크 세트","橙子汽水|메뉴, 两杯|수량, 猪颈排套餐|메뉴",매장_상품정보
0,고객,那请给我一份炸酱面和一份小份的糖醋肉,"짜장면, 하나, 탕수육, 작은 거, 하나","炸酱面|메뉴, 一份|수량, 糖醋肉|메뉴, 小份|사이즈, 一份|수량",매장_상품정보
0,고객,我认为准备8人使用B课程菜肴就足够了,"8명, B코스, 요리, 준비","8人|인원, B课程|메뉴",매장_상품정보
0,고객,我还会再加一个A课程和孩子们的另一个糖醋肉。,"A코스, 아이들, 탕수육, 하나, 추가","A课程|메뉴, 孩子们|나이, 糖醋肉|메뉴, 另一个|수량",매장_상품정보
0,고객,请给我一份红烧肉和一份炸酱面,짬뽕 탕수육,"炸酱面|메뉴, 一份|수량, 红烧肉|메뉴",매장_상품정보
0,고객,然后我会点甜酸猪肉和辣酱面,유린기 짬뽕,"甜酸猪肉|메뉴, 辣酱面|메뉴",매장_상품정보
0,고객,请给我鲽鱼和鲑鱼,광어 연어,"鲽鱼|메뉴, 鲑鱼|메뉴",매장_상품정보
0,고객,我要两套Number 1和一个Number 2，全部加苹果酒,세트 1번 두 개 2번 한 개 사이다,"Number 1|메뉴, 两|수량, Number 2|메뉴, 一个|수량, 苹果酒|메뉴",매장_상품정보
0,고객,我会订购7份那个。,7인분 주문,7份|수량,매장_상품정보
0,고객,我想要3份泡菜汤和2份猪肉泡菜汤，请,김치전골 3인분 돼지고기 김치찜 2인분,"泡菜汤|메뉴, 3份|수량, pork 泡菜汤|메뉴, 2份|수량",매장_상품정보
0,고객,请拿来预订的牛排、意大利面和葡萄酒供应,예약 스테이크 파스타 서비스 와인,"牛排|메뉴, 意大利面|메뉴, 葡萄酒|메뉴",매장_상품정보
0,고객,请给我两个人的泡菜汤和蒸蛋,김치찌개 2인 계란찜,"泡菜汤|메뉴, 两个人|수량, 蒸蛋|메뉴",매장_상품정보
0,고객,岩花鱼生鱼片也有吗？,광어회,岩花鱼生鱼片|메뉴,매장_상품정보
0,고객,这是免费的吗？,무료,免费|금액,매장_시설정보
0,고객,这清汤的味道有点独特，是江鱼仔高汤吗？,"육수, 맛, 특이, 멸시다시","清汤|재료, 江鱼仔高汤|재료",상품_재료
0,고객,健康什锦海苔卷中都包含什么？,웰빙 김밥,健康什锦海苔卷|메뉴,상품_재료
0,고객,拌饭里有什么蔬菜？,"비빔밥, 종류, 야채","拌饭|메뉴, 蔬菜|재료",상품_재료
0,고객,是石锅拌饭和普通拌饭一样吗？,돌솥비빔밥,石锅拌饭|메뉴,상품_재료
0,고객,什么蔬菜是基本的铁板寿司？,"기본, 야채","基本的铁板寿司|메뉴, 蔬菜|재료",상품_재료
0,고객,蔬菜是什么？,야채,蔬菜|재료,상품_재료
0,고객,韩式辣牛肉汤里有鸡肉吗？,"육개장, 닭고기","韩式辣牛肉汤|메뉴, 鸡肉|재료",상품_재료
0,고객,猪五花肉用来做三层肉吗？,"제육쌈, 돼지고기","三层肉|메뉴, 猪肉|재료",상품_재료
0,고객,什么蔬菜应该放进一份正宗的 kimbap？,"바른 김밥, 야채","正宗的 kimbap|메뉴, 蔬菜|재료",상품_재료
0,고객,什么蔬菜放入基本的海苔包饭？,"기본, 야채","基本的海苔包饭|메뉴, 蔬菜|재료",상품_재료
0,고객,铁板海鲜炒饭放什么海鲜？,"철판 해물 볶음밥, 해물","铁板海鲜炒饭|메뉴, 海鲜|재료",상품_재료
0,고객,贝类不进去吗？,조개류,贝类|재료,상품_재료
0,고객,虾仁海苔饭是用炸虾做的吗？,"새우 김밥, 튀김 새우","虾仁海苔饭|메뉴, 炸虾|재료",상품_재료
0,고객,原始的海苔卷里是否包括紫苏叶？,"원조 김밥, 깻잎","原始的海苔卷|메뉴, 紫苏叶|재료",상품_재료
0,고객,辣么韩国紫菜饭卷是用鸡肉做的吗？,"맵다 김밥, 닭","辣么韩国紫菜饭卷|메뉴, 鸡肉|재료",상품_재료
0,고객,这里面没有galbi吗？,"안, 갈비","Is|위치, galbi|재료",상품_재료
0,고객,是这牛骨汤吗？,"육수, 사골","汤|재료, 牛骨|재료",상품_재료
0,고객,这是年糕辣炒年糕还是面粉？,"지금, 쌀떡볶이, 밀가루","年糕辣炒年糕|재료, 面粉|재료",상품_재료
0,고객,如果你离开谷子，它们不会变硬吗?,밀떡,谷子|재료,상품_재료
0,고객,是猪排饭吗？,"돈가스, 수제",猪排饭|메뉴,상품_재료
0,고객,西瓜牛排在哪里？,토마토 스테이크,西瓜牛排|메뉴,상품_재료
0,고객,但这里的米饭是黄色的，这是什么？,"쌀, 이거",米饭|재료,상품_재료
0,고객,肉排是哪部分？,"돈가스, 부위",肉排|메뉴,상품_재료
0,고객,这种酱料会给萝卜沙拉放很多醋吗？,"무생채, 소스, 식초","萝卜沙拉|메뉴, 醋|재료",상품_재료
0,고객,这是韩国味噌像日本味噌吗？,"국, 일본식, 된장","韩国味噌|재료, 日本味噌|재료",상품_재료
0,고객,有海鲜在里面吗？,"안, 해물",海鲜|재료,상품_재료
0,고객,我在哪里可以找到洋藏皮？,"양장피, 어디",洋藏皮|재료,상품_재료
0,고객,是拉约吉鸡肉吗？,"라조기, 닭고기","拉约吉|메뉴, 鸡肉|재료",상품_재료
0,고객,是海鲜拌饭里放海鲜和辣椒吗？,"해물 덮밥, 해물, 고추","海鲜拌饭|메뉴, 海鲜|재료, 辣椒|재료",상품_재료
0,고객,芝加哥披萨里有辣肉丸吗？,"짬뽕, 닭, 육수","辣肉丸|메뉴, 鸡汤|재료",상품_재료
0,고객,是三层肉炸酱炒饭是用三层肉做的吗？,"삼겹살 짜장 볶음, 삼겹살","三层肉炸酱炒饭|메뉴, 三层肉|재료",상품_재료
0,고객,中华拌饭里面有什么？,중화 비빔밥,中华拌饭|메뉴,상품_재료
0,고객,洋葱是青葱吗？,"양파, 햇양파","洋葱|재료, 햇洋葱|재료",상품_재료
0,고객,豆似宜涮玢猪肉吗？,"짬뽕, 돼지고기","豆似宜涮|메뉴, 猪肉|재료",상품_재료
0,고객,这里是大麦饭吗？,"안, 밥, 보리밥",大麦饭|메뉴,상품_재료
0,고객,这是无骨的吗？,순살,无骨|메뉴,상품_재료
0,고객,烤肉里有牛肉吗？,"불고기, 소고기","烤肉|메뉴, 牛肉|재료",상품_재료
0,고객,使用酱油、辣椒粉和郫县豆瓣吗？辣椒酱要放吗？,"간장, 고춧가루, 고추장","酱油|재료, 辣椒粉|재료, 郫县豆瓣|재료",상품_재료
0,고객,你在拌饭里放什么？南瓜菜是什么？,"비빔밥, 나물","拌饭|메뉴, 南瓜菜|재료",상품_재료
0,고객,在那里有多少种绿叶菜呢？,"나물, 몇 가지","绿叶菜|재료, 种|가짓수",상품_재료
0,고객,什么肉放里面？是猪肉还是牛肉？,"고기, 부위, 돼지고기, 소고기","猪肉|재료, 牛肉|재료",상품_재료
0,고객,这汤底如何调味呢？,"국물, 맛",汤底|재료,상품_재료
0,고객,当你做的时候，你会放苏打之类的东西吗？,사이다,苏打|재료,상품_재료
0,고객,那是饺子吗？,만두,饺子|메뉴,상품_재료
0,고객,你怎么包那个海苔包？你只在米饭里加芝麻油还是还加其他东西？,"김밥, 밥, 참기름","海苔包|메뉴, 米饭|재료, 芝麻油|재료",상품_재료
0,고객,你用什么汤底做Pho Mai米粉？,"포메인 쌀국수, 국물",Pho Mai米粉|메뉴,상품_재료
0,고객,是在Kalguksu中的汤和汤一样吗？,"육수, 가락국수, 국물","汤|재료, Kalguksu|메뉴",상품_재료
0,고객,它不包括蛤蜊吗？,홍합,蛤蜊|재료,상품_재료
0,고객,什么样的海鲜放入짬뽕里？,"짬뽕, 해물","짬뽕|메뉴, 海鲜|재료",상품_재료
0,고객,不是炸酱面也是用面团做的吗？,"짜장면, 밀가루, 반죽","炸酱面|메뉴, 面粉|재료",상품_재료
0,고객,只用了面粉，但是面条有点细，对吧？,"밀가루, 면","面粉|재료, 面条|재료",상품_재료
0,고객,是冷面吗，只是加了不同的配料吗？,"냉면, 재료",冷面|메뉴,상품_재료
0,고객,你在这里做什么？,선지,什么|재료,상품_재료
0,고객,这是姜吗？,생강,姜|재료,상품_재료
0,고객,整只蚌上来还是只有蚌肉？,"가리비, 통째, 가리비, 살","蚌|재료, 蚌 살|재료",상품_재료
0,고객,在 辣酱海鲜面 中有什么海鲜？,"짬뽕, 해물","辣酱海鲜面|메뉴, 海鲜|재료",상품_재료
0,고객,你的海鲜菜肴里有什么？,"해물, 뭐",海鲜|재료,상품_재료
0,고객,海鲜奶油意大利面里放什么海鲜?,"해물크림 스파게티, 해물","海鲜奶油意大利面|메뉴, 海鲜|재료",상품_재료
